timestamp;corpus_size;test_size;decomposition_size;cv;model_type;dataset;latent_r2_score;output_r2_score;test_id;target;most_imp_corpus_id;most_imp_corpus_weight;most_imp_corpus_target;corpus_ids;corpus_weight;corpus_targets;visualization
2024-02-25-14:55:16;100;10;5;1;ORIGINAL_COMPACT;CaD;0.7744290242701296;0.9782636955503683;0;0;18;0.26182914;0;[18, 7, 38, 46, 28];[0.26182914, 0.25256896, 0.24464874, 0.1407783, 0.09904287];[0, 0, 0, 0, 0];files/images/Dataset.CaD_1_0_Model_Type.ORIGINAL_COMPACT.png
2024-02-25-14:56:23;100;10;5;1;REIMPLEMENTED;CaD;0.8006944875584876;0.9502890566661671;0;0;7;0.23818368;0;[7, 38, 18, 46, 28];[0.23818368, 0.19237779, 0.15487272, 0.11890464, 0.08449774];[0, 0, 0, 0, 0];files/images/Dataset.CaD_1_0_Model_Type.REIMPLEMENTED.png
2024-02-25-14:57:33;100;10;10;0;ORIGINAL;CaD;-0.03777403027924525;0.943399871239904;0;0;17;0.21277888;0;[17, 29, 10, 23, 33, 37, 22, 8, 35, 42];[0.21277888, 0.19214007, 0.16889873, 0.15243538, 0.1114654, 0.05591883, 0.055752452, 0.048848238, 0.0004887939, 0.0002249213];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];files/images/Dataset.CaD_0_0_Model_Type.ORIGINAL.png
2024-02-25-14:58:53;100;10;10;0;ORIGINAL_COMPACT;CaD;-0.03777403027924525;0.943399871239904;0;0;17;0.21277888;0;[17, 29, 10, 23, 33, 37, 22, 8, 35, 42];[0.21277888, 0.19214007, 0.16889873, 0.15243538, 0.1114654, 0.05591883, 0.055752452, 0.048848238, 0.0004887939, 0.0002249213];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];files/images/Dataset.CaD_0_0_Model_Type.ORIGINAL_COMPACT.png
2024-02-25-15:00:04;100;10;10;0;REIMPLEMENTED;CaD;-0.034019467443533125;0.9410736933504606;0;0;17;0.21251367;0;[17, 29, 10, 23, 33, 8, 22, 37, 5, 35];[0.21251367, 0.19412877, 0.15983337, 0.14152636, 0.10452242, 0.059319697, 0.042649616, 0.040848624, 0.039329767, 0.0008025258];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0];files/images/Dataset.CaD_0_0_Model_Type.REIMPLEMENTED.png
2024-02-25-15:01:12;100;10;10;1;ORIGINAL;CaD;0.7879149935868921;0.9840756573842486;0;0;7;0.22845462;0;[7, 38, 18, 46, 28, 4, 35, 33, 0, 84];[0.22845462, 0.17824647, 0.17452635, 0.12796798, 0.08358555, 0.08053137, 0.046061624, 0.04062676, 0.03861657, 0.00045528155];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];files/images/Dataset.CaD_1_0_Model_Type.ORIGINAL.png
2024-02-25-15:02:26;100;10;10;1;ORIGINAL_COMPACT;CaD;0.7879149935868921;0.9840756573842486;0;0;7;0.22845462;0;[7, 38, 18, 46, 28, 4, 35, 33, 0, 84];[0.22845462, 0.17824647, 0.17452635, 0.12796798, 0.08358555, 0.08053137, 0.046061624, 0.04062676, 0.03861657, 0.00045528155];[0, 0, 0, 0, 0, 0, 0, 0, 0, 1];files/images/Dataset.CaD_1_0_Model_Type.ORIGINAL_COMPACT.png
2024-02-25-15:03:38;100;10;10;1;REIMPLEMENTED;CaD;0.7922568185321048;0.9831854487766544;0;0;7;0.23818368;0;[7, 38, 18, 46, 28, 37, 35, 33, 86, 0];[0.23818368, 0.19237779, 0.15487272, 0.11890464, 0.08449774, 0.044998057, 0.039715435, 0.034949534, 0.01993851, 0.019788763];[0, 0, 0, 0, 0, 0, 0, 0, 1, 0];files/images/Dataset.CaD_1_0_Model_Type.REIMPLEMENTED.png
2024-02-25-15:04:53;100;10;50;0;ORIGINAL;CaD;-0.041039906522940484;0.9416292136481793;0;0;17;0.21313341;0;[17, 29, 10, 23, 33, 8, 22, 37, 5, 35, 32, 42, 21, 0, 39, 15, 43, 4, 30, 55, 25, 11, 96, 87, 58, 99, 24, 68, 9, 41, 82, 63, 38, 92, 64, 70, 61, 94, 51, 81, 6, 50, 91, 60, 73, 40, 56, 59, 75, 88];[0.21313341, 0.1943228, 0.1602771, 0.14192785, 0.10451574, 0.05867402, 0.04310236, 0.040778637, 0.039274108, 0.0006772212, 0.00035371006, 0.0002793247, 0.00024913804, 0.00021151935, 0.00011073656, 0.00010611838, 9.0342066e-05, 8.407202e-05, 7.820852e-05, 7.317582e-05, 7.224787e-05, 6.6976965e-05, 5.990776e-05, 5.8319878e-05, 5.4726872e-05, 5.446196e-05, 4.867481e-05, 4.4404464e-05, 4.4365563e-05, 4.4217388e-05, 4.2908858e-05, 4.1093037e-05, 4.0989275e-05, 3.9623923e-05, 3.8898277e-05, 3.8556056e-05, 3.748764e-05, 3.542117e-05, 3.4876302e-05, 3.434919e-05, 3.3443786e-05, 3.3023087e-05, 3.2632848e-05, 3.2488948e-05, 3.20765e-05, 3.2069525e-05, 3.148478e-05, 3.0421423e-05, 2.9359386e-05, 2.8409913e-05];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];files/images/Dataset.CaD_0_0_Model_Type.ORIGINAL.png
2024-02-25-15:06:08;100;10;50;0;ORIGINAL_COMPACT;CaD;-0.041039906522940484;0.9416292136481793;0;0;17;0.21313341;0;[17, 29, 10, 23, 33, 8, 22, 37, 5, 35, 32, 42, 21, 0, 39, 15, 43, 4, 30, 55, 25, 11, 96, 87, 58, 99, 24, 68, 9, 41, 82, 63, 38, 92, 64, 70, 61, 94, 51, 81, 6, 50, 91, 60, 73, 40, 56, 59, 75, 88];[0.21313341, 0.1943228, 0.1602771, 0.14192785, 0.10451574, 0.05867402, 0.04310236, 0.040778637, 0.039274108, 0.0006772212, 0.00035371006, 0.0002793247, 0.00024913804, 0.00021151935, 0.00011073656, 0.00010611838, 9.0342066e-05, 8.407202e-05, 7.820852e-05, 7.317582e-05, 7.224787e-05, 6.6976965e-05, 5.990776e-05, 5.8319878e-05, 5.4726872e-05, 5.446196e-05, 4.867481e-05, 4.4404464e-05, 4.4365563e-05, 4.4217388e-05, 4.2908858e-05, 4.1093037e-05, 4.0989275e-05, 3.9623923e-05, 3.8898277e-05, 3.8556056e-05, 3.748764e-05, 3.542117e-05, 3.4876302e-05, 3.434919e-05, 3.3443786e-05, 3.3023087e-05, 3.2632848e-05, 3.2488948e-05, 3.20765e-05, 3.2069525e-05, 3.148478e-05, 3.0421423e-05, 2.9359386e-05, 2.8409913e-05];[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 1, 1, 1, 1, 0, 1, 0, 0, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1];files/images/Dataset.CaD_0_0_Model_Type.ORIGINAL_COMPACT.png
