timestamp;corpus_size;test_size;decomposition_size;cv;model_type;dataset;latent_r2_score;output_r2_score;test_id;target;most_imp_corpus_id;most_imp_corpus_weight;most_imp_corpus_target;corpus_ids;corpus_weight;corpus_targets
2024-02-23-22:38:52;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:38:56;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:38:58;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:40:15;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:40:18;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:40:21;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:41:03;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:41:07;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:41:10;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:41:20;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:41:24;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:41:27;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:42:31;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:42:35;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:42:37;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:43:23;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:43:27;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:43:29;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:43:50;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:43:54;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;0;7;15;0.42505506;7;[15, 28, 42, 38, 33];[0.42505506, 0.32744625, 0.14573999, 0.09872875, 0.0006170919];[7, 2, 7, 7, 9]
2024-02-23-22:43:56;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:43:59;50;10;5;0;R_NO_SOFTMAX;MNIST;-4.262714636018051;-1.1637929619725083;0;7;15;0.057993602;7;[15, 27, 42, 23, 36];[0.057993602, 0.05531018, 0.04920255, 0.034743425, 0.034424562];[7, 3, 7, 1, 6]
2024-02-23-22:44:02;50;10;5;0;R_NORMALIZE;MNIST;-0.7728213716913283;-0.05957204839503214;0;7;49;0.0;3;[49, 48, 47, 46, 45];[0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9]
2024-02-23-22:44:05;50;10;5;0;R_INIT_WEIGHTS_RANDOM;MNIST;0.8814423432128929;0.9272416129047523;0;7;15;0.42485005;7;[15, 28, 42, 38, 33];[0.42485005, 0.32788596, 0.14495263, 0.09705624, 0.0006364784];[7, 2, 7, 7, 9]
2024-02-23-22:44:07;50;10;5;0;R_NO_SOFTMAX_IWR;MNIST;-23.647761517747007;-9.392665028720506;0;7;37;0.050931506;0;[37, 27, 14, 42, 36];[0.050931506, 0.049633976, 0.04304987, 0.03502382, 0.034518357];[0, 3, 1, 7, 6]
2024-02-23-22:44:11;50;10;5;0;R_NORMALIZE_IWR;MNIST;0.8799500860555546;0.9288739271721791;0;7;15;0.4242587;7;[15, 28, 42, 38, 2];[0.4242587, 0.32727855, 0.14771359, 0.09989857, 4.9600967e-05];[7, 2, 7, 7, 4]
2024-02-23-22:44:15;50;10;5;0;O_C_NO_SOFTMAX;MNIST;-2.9698821255567474;0.9501892910096352;0;7;36;0.2669425;6;[36, 20, 47, 27, 42];[0.2669425, 0.2343557, 0.15895516, 0.15070246, 0.05816953];[6, 4, 5, 3, 7]
2024-02-23-22:44:19;50;10;5;0;O_C_NO_REGULIZATION;MNIST;0.8807099027398158;0.9288492951372452;0;7;15;0.42542326;7;[15, 28, 42, 38, 33];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451];[7, 2, 7, 7, 9]
2024-02-23-22:44:23;50;10;5;0;ORIGINAL;MNIST;0.8772561818861313;0.9263285902953718;1;2;25;0.5363686;2;[25, 36, 32, 24, 37];[0.5363686, 0.23278168, 0.118038915, 0.10307842, 0.006033698];[2, 6, 6, 1, 0]
2024-02-23-22:44:27;50;10;5;0;ORIGINAL_COMPACT;MNIST;0.8772561818861313;0.9263285902953718;1;2;25;0.5363686;2;[25, 36, 32, 24, 37];[0.5363686, 0.23278168, 0.118038915, 0.10307842, 0.006033698];[2, 6, 6, 1, 0]
2024-02-23-22:44:30;50;10;5;0;REIMPLEMENTED;MNIST;0.879549992671278;0.926445377220586;1;2;25;0.53581977;2;[25, 36, 32, 24, 37];[0.53581977, 0.23335782, 0.114325926, 0.09956944, 0.006380304];[2, 6, 6, 1, 0]
2024-02-23-22:44:32;50;10;5;0;R_NO_SOFTMAX;MNIST;-4.262714636018051;-1.1637929619725083;1;2;33;0.052981585;9;[33, 17, 14, 25, 2];[0.052981585, 0.04014401, 0.03573665, 0.03551265, 0.034274876];[9, 8, 1, 2, 4]
2024-02-23-22:44:35;50;10;5;0;R_NORMALIZE;MNIST;-0.7728213716913283;-0.05957204839503214;1;2;49;0.0;3;[49, 48, 47, 46, 45];[0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9]
2024-02-23-22:44:38;50;10;5;0;R_INIT_WEIGHTS_RANDOM;MNIST;0.8814423432128929;0.9272416129047523;1;2;25;0.5354655;2;[25, 36, 32, 24, 37];[0.5354655, 0.23379327, 0.11378717, 0.102785595, 0.009628924];[2, 6, 6, 1, 0]
2024-02-23-22:44:40;50;10;5;0;R_NO_SOFTMAX_IWR;MNIST;-23.647761517747007;-9.392665028720506;1;2;19;0.06455596;9;[19, 1, 3, 38, 49];[0.06455596, 0.05113222, 0.04429238, 0.03862723, 0.029933218];[9, 0, 1, 7, 3]
2024-02-23-22:44:44;50;10;5;0;R_NORMALIZE_IWR;MNIST;0.8799500860555546;0.9288739271721791;1;2;25;0.53513235;2;[25, 36, 32, 24, 37];[0.53513235, 0.2353581, 0.11196261, 0.10460263, 0.012279988];[2, 6, 6, 1, 0]
2024-02-23-22:44:47;50;10;5;0;O_C_NO_SOFTMAX;MNIST;-2.9698821255567474;0.9501892910096352;1;2;3;0.24856767;1;[3, 38, 49, 20, 32];[0.24856767, 0.23983608, 0.18642558, 0.11395337, 0.103409044];[1, 7, 3, 4, 6]
2024-02-23-22:44:51;50;10;5;0;O_C_NO_REGULIZATION;MNIST;0.8807099027398158;0.9288492951372452;1;2;25;0.53581977;2;[25, 36, 32, 24, 37];[0.53581977, 0.23335782, 0.114325926, 0.09956944, 0.006380304];[2, 6, 6, 1, 0]
2024-02-23-22:44:55;50;10;5;1;ORIGINAL;MNIST;0.8842111188146117;0.9234352162866898;0;7;15;0.44422057;7;[15, 28, 42, 38, 33];[0.44422057, 0.39110765, 0.118328914, 0.041654915, 0.0013856841];[7, 2, 7, 7, 9]
2024-02-23-22:44:59;50;10;5;1;ORIGINAL_COMPACT;MNIST;0.8842111188146117;0.9234352162866898;0;7;15;0.44422057;7;[15, 28, 42, 38, 33];[0.44422057, 0.39110765, 0.118328914, 0.041654915, 0.0013856841];[7, 2, 7, 7, 9]
2024-02-23-22:45:02;50;10;5;1;REIMPLEMENTED;MNIST;0.8858023008776462;0.9221179879113557;0;7;15;0.44477567;7;[15, 28, 42, 38, 33];[0.44477567, 0.3913203, 0.11340368, 0.04273579, 0.0016608651];[7, 2, 7, 7, 9]
2024-02-23-22:45:04;50;10;5;1;R_NO_SOFTMAX;MNIST;-3.953077998331223;-1.989614477123632;0;7;41;0.05721689;8;[41, 42, 15, 28, 39];[0.05721689, 0.050530784, 0.037987903, 0.035814922, 0.033639036];[8, 7, 7, 2, 6]
2024-02-23-22:45:07;50;10;5;1;R_NORMALIZE;MNIST;-0.8441563547335079;-0.07676514289632763;0;7;49;0.0;3;[49, 48, 47, 46, 45];[0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9]
2024-02-23-22:45:10;50;10;5;1;R_INIT_WEIGHTS_RANDOM;MNIST;0.8856367327267642;0.9236086212655403;0;7;15;0.4464424;7;[15, 28, 42, 38, 11];[0.4464424, 0.39032608, 0.108323224, 0.04838576, 0.00063866447];[7, 2, 7, 7, 5]
2024-02-23-22:45:12;50;10;5;1;R_NO_SOFTMAX_IWR;MNIST;-14.165845985363227;-9.156760089793371;0;7;3;0.052214507;1;[3, 22, 44, 1, 29];[0.052214507, 0.051768936, 0.04429036, 0.03209273, 0.031413764];[1, 9, 3, 0, 7]
2024-02-23-22:45:15;50;10;5;1;R_NORMALIZE_IWR;MNIST;0.8874279356918874;0.926173452101317;0;7;15;0.44240445;7;[15, 28, 42, 38, 46];[0.44240445, 0.38996044, 0.11984036, 0.047088258, 6.884162e-05];[7, 2, 7, 7, 8]
2024-02-23-22:45:19;50;10;5;1;O_C_NO_SOFTMAX;MNIST;-2.767912108608144;0.9102583961743458;0;7;36;0.27771685;6;[36, 47, 37, 2, 42];[0.27771685, 0.20121282, 0.19489358, 0.14526772, 0.08891605];[6, 5, 0, 4, 7]
2024-02-23-22:45:23;50;10;5;1;O_C_NO_REGULIZATION;MNIST;0.8863398390836928;0.9243021332470432;0;7;15;0.44477567;7;[15, 28, 42, 38, 33];[0.44477567, 0.3913203, 0.11340368, 0.04273579, 0.0016608651];[7, 2, 7, 7, 9]
2024-02-23-22:45:27;50;10;5;1;ORIGINAL;MNIST;0.8842111188146117;0.9234352162866898;1;2;25;0.52215225;2;[25, 32, 36, 3, 39];[0.52215225, 0.26776564, 0.17810418, 0.027796835, 0.0011081585];[2, 6, 6, 1, 6]
2024-02-23-22:45:31;50;10;5;1;ORIGINAL_COMPACT;MNIST;0.8842111188146117;0.9234352162866898;1;2;25;0.52215225;2;[25, 32, 36, 3, 39];[0.52215225, 0.26776564, 0.17810418, 0.027796835, 0.0011081585];[2, 6, 6, 1, 6]
2024-02-23-22:45:33;50;10;5;1;REIMPLEMENTED;MNIST;0.8858023008776462;0.9221179879113557;1;2;25;0.52127963;2;[25, 32, 36, 3, 39];[0.52127963, 0.26212135, 0.1801776, 0.026817488, 0.0013871767];[2, 6, 6, 1, 6]
2024-02-23-22:45:36;50;10;5;1;R_NO_SOFTMAX;MNIST;-3.953077998331223;-1.989614477123632;1;2;32;0.07563761;6;[32, 48, 12, 38, 43];[0.07563761, 0.06284033, 0.04720885, 0.033867087, 0.033537302];[6, 9, 3, 7, 9]
2024-02-23-22:45:39;50;10;5;1;R_NORMALIZE;MNIST;-0.8441563547335079;-0.07676514289632763;1;2;49;0.0;3;[49, 48, 47, 46, 45];[0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9]
2024-02-23-22:45:41;50;10;5;1;R_INIT_WEIGHTS_RANDOM;MNIST;0.8856367327267642;0.9236086212655403;1;2;25;0.5211966;2;[25, 32, 36, 3, 39];[0.5211966, 0.2640831, 0.17918415, 0.025647944, 0.0020585936];[2, 6, 6, 1, 6]
2024-02-23-22:45:44;50;10;5;1;R_NO_SOFTMAX_IWR;MNIST;-14.165845985363227;-9.156760089793371;1;2;32;0.07790462;6;[32, 12, 41, 48, 5];[0.07790462, 0.054357596, 0.04025504, 0.040157992, 0.0313848];[6, 3, 8, 9, 2]
2024-02-23-22:45:47;50;10;5;1;R_NORMALIZE_IWR;MNIST;0.8874279356918874;0.926173452101317;1;2;25;0.52303636;2;[25, 32, 36, 3, 2];[0.52303636, 0.2694588, 0.1784334, 0.028225796, 7.189713e-05];[2, 6, 6, 1, 4]
2024-02-23-22:45:51;50;10;5;1;O_C_NO_SOFTMAX;MNIST;-2.767912108608144;0.9102583961743458;1;2;48;0.3648344;9;[48, 38, 3, 20, 32];[0.3648344, 0.2620371, 0.1635762, 0.07567937, 0.07323015];[9, 7, 1, 4, 6]
2024-02-23-22:45:55;50;10;5;1;O_C_NO_REGULIZATION;MNIST;0.8863398390836928;0.9243021332470432;1;2;25;0.52127963;2;[25, 32, 36, 3, 39];[0.52127963, 0.26212135, 0.1801776, 0.026817488, 0.0013871767];[2, 6, 6, 1, 6]
2024-02-23-22:45:59;50;10;10;0;ORIGINAL;MNIST;0.8808175929465104;0.9288259495077862;0;7;15;0.42507347;7;[15, 28, 42, 38, 33, 45, 44, 16, 43, 29];[0.42507347, 0.3275376, 0.14525317, 0.098540835, 0.0006430172, 0.00024832756, 0.00023832035, 0.00019896142, 0.0001859813, 0.0001644353];[7, 2, 7, 7, 9, 9, 3, 2, 9, 7]
2024-02-23-22:46:03;50;10;10;0;ORIGINAL_COMPACT;MNIST;0.8808175929465104;0.9288259495077862;0;7;15;0.42507347;7;[15, 28, 42, 38, 33, 45, 44, 16, 43, 29];[0.42507347, 0.3275376, 0.14525317, 0.098540835, 0.0006430172, 0.00024832756, 0.00023832035, 0.00019896142, 0.0001859813, 0.0001644353];[7, 2, 7, 7, 9, 9, 3, 2, 9, 7]
2024-02-23-22:46:05;50;10;10;0;REIMPLEMENTED;MNIST;0.8812508026381031;0.9291822911417539;0;7;15;0.42542326;7;[15, 28, 42, 38, 33, 45, 44, 16, 43, 29];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451, 0.0002871871, 0.0002758898, 0.00023020038, 0.00021540183, 0.00019045048];[7, 2, 7, 7, 9, 9, 3, 2, 9, 7]
2024-02-23-22:46:08;50;10;10;0;R_NO_SOFTMAX;MNIST;-12.758031446040818;-3.3574588471597364;0;7;15;0.057993602;7;[15, 27, 42, 23, 36, 28, 18, 38, 49, 4];[0.057993602, 0.05531018, 0.04920255, 0.034743425, 0.034424562, 0.026402382, 0.025967302, 0.025578972, 0.02474575, 0.024234582];[7, 3, 7, 1, 6, 2, 6, 7, 3, 9]
2024-02-23-22:46:11;50;10;10;0;R_NORMALIZE;MNIST;-0.7728213716913283;-0.05957204839503214;0;7;49;0.0;3;[49, 48, 47, 46, 45, 44, 43, 42, 41, 40];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9, 3, 9, 7, 8, 1]
2024-02-23-22:46:14;50;10;10;0;R_INIT_WEIGHTS_RANDOM;MNIST;0.8816128639246397;0.9293399293668948;0;7;15;0.42485005;7;[15, 28, 42, 38, 33, 27, 43, 29, 48, 16];[0.42485005, 0.32788596, 0.14495263, 0.09705624, 0.0006364784, 0.00046651813, 0.0004577462, 0.0004111023, 0.00035162538, 0.00028089643];[7, 2, 7, 7, 9, 3, 9, 7, 9, 2]
2024-02-23-22:46:16;50;10;10;0;R_NO_SOFTMAX_IWR;MNIST;-59.27154448374059;-16.580705003247672;0;7;37;0.050931506;0;[37, 27, 14, 42, 36, 43, 3, 4, 47, 38];[0.050931506, 0.049633976, 0.04304987, 0.03502382, 0.034518357, 0.033782225, 0.029750153, 0.026018513, 0.025158128, 0.024295675];[0, 3, 1, 7, 6, 9, 1, 9, 5, 7]
2024-02-23-22:46:20;50;10;10;0;R_NORMALIZE_IWR;MNIST;0.8819362575940025;0.9306511058732561;0;7;15;0.4242587;7;[15, 28, 42, 38, 2, 1, 3, 19, 44, 29];[0.4242587, 0.32727855, 0.14771359, 0.09989857, 4.9600967e-05, 4.9113543e-05, 4.881881e-05, 4.7417067e-05, 4.2988147e-05, 3.8184433e-05];[7, 2, 7, 7, 4, 0, 1, 9, 3, 7]
2024-02-23-22:46:24;50;10;10;0;O_C_NO_SOFTMAX;MNIST;-4.35352360233439;0.9121779651973826;0;7;20;0.2733486;4;[20, 36, 40, 27, 33, 4, 1, 44, 38, 15];[0.2733486, 0.18425032, 0.15146223, 0.07611998, 0.07602313, 0.06697961, 0.060543936, 0.03846735, 0.029990563, 0.023157813];[4, 6, 1, 3, 9, 9, 0, 3, 7, 7]
2024-02-23-22:46:28;50;10;10;0;O_C_NO_REGULIZATION;MNIST;0.8807099027398158;0.9288492951372452;0;7;15;0.42542326;7;[15, 28, 42, 38, 33, 45, 44, 16, 43, 29];[0.42542326, 0.32767317, 0.14339986, 0.098426394, 0.0007423451, 0.0002871871, 0.0002758898, 0.00023020038, 0.00021540183, 0.00019045048];[7, 2, 7, 7, 9, 9, 3, 2, 9, 7]
2024-02-23-22:46:32;50;10;10;0;ORIGINAL;MNIST;0.8808175929465104;0.9288259495077862;1;2;25;0.5361473;2;[25, 36, 32, 24, 37, 1, 39, 21, 3, 13];[0.5361473, 0.2327469, 0.11650314, 0.1021757, 0.00543995, 0.0011050216, 0.0010658886, 0.0009202548, 0.0006496127, 0.0005288269];[2, 6, 6, 1, 0, 0, 6, 0, 1, 6]
2024-02-23-22:46:36;50;10;10;0;ORIGINAL_COMPACT;MNIST;0.8808175929465104;0.9288259495077862;1;2;25;0.5361473;2;[25, 36, 32, 24, 37, 1, 39, 21, 3, 13];[0.5361473, 0.2327469, 0.11650314, 0.1021757, 0.00543995, 0.0011050216, 0.0010658886, 0.0009202548, 0.0006496127, 0.0005288269];[2, 6, 6, 1, 0, 0, 6, 0, 1, 6]
2024-02-23-22:46:39;50;10;10;0;REIMPLEMENTED;MNIST;0.8812508026381031;0.9291822911417539;1;2;25;0.53581977;2;[25, 36, 32, 24, 37, 1, 39, 21, 3, 13];[0.53581977, 0.23335782, 0.114325926, 0.09956944, 0.006380304, 0.0013092564, 0.0012549195, 0.001091262, 0.0008428016, 0.00062792934];[2, 6, 6, 1, 0, 0, 6, 0, 1, 6]
2024-02-23-22:46:41;50;10;10;0;R_NO_SOFTMAX;MNIST;-12.758031446040818;-3.3574588471597364;1;2;33;0.052981585;9;[33, 17, 14, 25, 2, 36, 32, 24, 47, 12];[0.052981585, 0.04014401, 0.03573665, 0.03551265, 0.034274876, 0.03362156, 0.03327207, 0.026201416, 0.026016172, 0.025565477];[9, 8, 1, 2, 4, 6, 6, 1, 5, 3]
2024-02-23-22:46:44;50;10;10;0;R_NORMALIZE;MNIST;-0.7728213716913283;-0.05957204839503214;1;2;49;0.0;3;[49, 48, 47, 46, 45, 44, 43, 42, 41, 40];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9, 3, 9, 7, 8, 1]
2024-02-23-22:46:47;50;10;10;0;R_INIT_WEIGHTS_RANDOM;MNIST;0.8816128639246397;0.9293399293668948;1;2;25;0.5354655;2;[25, 36, 32, 24, 37, 1, 13, 10, 39, 19];[0.5354655, 0.23379327, 0.11378717, 0.102785595, 0.009628924, 0.0010029876, 0.0008554433, 0.0005617043, 0.0002167811, 0.00018761869];[2, 6, 6, 1, 0, 0, 6, 3, 6, 9]
2024-02-23-22:46:49;50;10;10;0;R_NO_SOFTMAX_IWR;MNIST;-59.27154448374059;-16.580705003247672;1;2;19;0.06455596;9;[19, 1, 3, 38, 49, 29, 10, 8, 25, 24];[0.06455596, 0.05113222, 0.04429238, 0.03862723, 0.029933218, 0.025818488, 0.022988413, 0.02278021, 0.022480592, 0.019551478];[9, 0, 1, 7, 3, 7, 3, 1, 2, 1]
2024-02-23-22:46:53;50;10;10;0;R_NORMALIZE_IWR;MNIST;0.8819362575940025;0.9306511058732561;1;2;25;0.53513235;2;[25, 36, 32, 24, 37, 22, 8, 19, 2, 1];[0.53513235, 0.2353581, 0.11196261, 0.10460263, 0.012279988, 4.521942e-05, 3.5647226e-05, 2.934204e-05, 2.8198125e-05, 2.6853699e-05];[2, 6, 6, 1, 0, 9, 1, 9, 4, 0]
2024-02-23-22:46:57;50;10;10;0;O_C_NO_SOFTMAX;MNIST;-4.35352360233439;0.9121779651973826;1;2;2;0.2284317;4;[2, 33, 47, 45, 3, 49, 32, 12, 17, 28];[0.2284317, 0.1945188, 0.12793784, 0.105083086, 0.06462323, 0.060788173, 0.05628926, 0.053940788, 0.053098563, 0.03510699];[4, 9, 5, 9, 1, 3, 6, 3, 8, 2]
2024-02-23-22:47:01;50;10;10;0;O_C_NO_REGULIZATION;MNIST;0.8807099027398158;0.9288492951372452;1;2;25;0.53581977;2;[25, 36, 32, 24, 37, 1, 39, 21, 3, 13];[0.53581977, 0.23335782, 0.114325926, 0.09956944, 0.006380304, 0.0013092564, 0.0012549195, 0.001091262, 0.0008428016, 0.00062792934];[2, 6, 6, 1, 0, 0, 6, 0, 1, 6]
2024-02-23-22:47:05;50;10;10;1;ORIGINAL;MNIST;0.8859268026006345;0.9261892621794461;0;7;15;0.4441482;7;[15, 28, 42, 38, 33, 29, 45, 43, 16, 5];[0.4441482, 0.39117467, 0.117579944, 0.041718144, 0.0014363466, 0.00034214294, 0.00029553045, 0.0002278355, 0.00020165155, 0.00018747592];[7, 2, 7, 7, 9, 7, 9, 9, 2, 2]
2024-02-23-22:47:10;50;10;10;1;ORIGINAL_COMPACT;MNIST;0.8859268026006345;0.9261892621794461;0;7;15;0.4441482;7;[15, 28, 42, 38, 33, 29, 45, 43, 16, 5];[0.4441482, 0.39117467, 0.117579944, 0.041718144, 0.0014363466, 0.00034214294, 0.00029553045, 0.0002278355, 0.00020165155, 0.00018747592];[7, 2, 7, 7, 9, 7, 9, 9, 2, 2]
2024-02-23-22:47:12;50;10;10;1;REIMPLEMENTED;MNIST;0.8866312029754408;0.9247697388804111;0;7;15;0.44477567;7;[15, 28, 42, 38, 33, 29, 45, 44, 43, 16];[0.44477567, 0.3913203, 0.11340368, 0.04273579, 0.0016608651, 0.00039948005, 0.00034524983, 0.0002776851, 0.00026632423, 0.00023549485];[7, 2, 7, 7, 9, 7, 9, 3, 9, 2]
2024-02-23-22:47:15;50;10;10;1;R_NO_SOFTMAX;MNIST;-13.297798568383167;-6.265320703878232;0;7;41;0.05721689;8;[41, 42, 15, 28, 39, 36, 27, 16, 9, 30];[0.05721689, 0.050530784, 0.037987903, 0.035814922, 0.033639036, 0.030154148, 0.02747348, 0.0212252, 0.019878756, 0.019330336];[8, 7, 7, 2, 6, 6, 3, 2, 4, 3]
2024-02-23-22:47:18;50;10;10;1;R_NORMALIZE;MNIST;-0.8441563547335079;-0.07676514289632763;0;7;49;0.0;3;[49, 48, 47, 46, 45, 44, 43, 42, 41, 40];[0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0];[3, 9, 5, 8, 9, 3, 9, 7, 8, 1]
2024-02-23-22:47:21;50;10;10;1;R_INIT_WEIGHTS_RANDOM;MNIST;0.8862967406385365;0.9253950373948397;0;7;15;0.4464424;7;[15, 28, 42, 38, 11, 20, 29, 45, 44, 33];[0.4464424, 0.39032608, 0.108323224, 0.04838576, 0.00063866447, 0.00054782943, 0.00051457115, 0.0004860814, 0.0004205613, 0.00035935311];[7, 2, 7, 7, 5, 4, 7, 9, 3, 9]
2024-02-23-22:47:23;50;10;10;1;R_NO_SOFTMAX_IWR;MNIST;-41.21905878268373;-21.713847777607576;0;7;3;0.052214507;1;[3, 22, 44, 1, 29, 33, 15, 14, 28, 27];[0.052214507, 0.051768936, 0.04429036, 0.03209273, 0.031413764, 0.028795052, 0.028621206, 0.025476437, 0.021702204, 0.019298825];[1, 9, 3, 0, 7, 9, 7, 1, 2, 3]
2024-02-23-22:47:27;50;10;10;1;R_NORMALIZE_IWR;MNIST;0.8880465999392139;0.9270201613770166;0;7;15;0.44240445;7;[15, 28, 42, 38, 46, 41, 24, 26, 32, 34];[0.44240445, 0.38996044, 0.11984036, 0.047088258, 6.884162e-05, 4.5435274e-05, 3.6733298e-05, 3.653612e-05, 3.2726715e-05, 2.9871337e-05];[7, 2, 7, 7, 8, 8, 1, 4, 6, 0]
2024-02-23-22:47:31;50;10;10;1;O_C_NO_SOFTMAX;MNIST;-3.9976309262412486;0.8765403882226825;0;7;36;0.16217901;6;[36, 47, 37, 40, 26, 0, 38, 27, 20, 33];[0.16217901, 0.1357699, 0.117163986, 0.117099196, 0.09201443, 0.0786054, 0.076973006, 0.07052435, 0.06885811, 0.064925104];[6, 5, 0, 1, 4, 5, 7, 3, 4, 9]
