timestamp,corpus_size,test_size,decomposition_size,cv,model_type,dataset,latent_r2_score,output_r2_score,sample_id,target,most_imp_corpus_id,most_imp_corpus_weight,most_imp_corpus_target,corpus_ids,corpus_weight,corpus_targets,
2024-02-25-22:03:01,100,10,5,2,REIMPLEMENTED,CaD,-4.086182160381871,0.882916791210057,0,1,71,0.24702315,1,"[71, 25, 14, 32, 0]","[0.24702315, 0.17157249, 0.14506379, 0.13390283, 0.085157014]","[1, 1, 1, 0, 1]",No visualization
2024-02-25-22:03:07,100,10,5,2,ORIGINAL,Heart,0.979029810098304,0.8578717383621625,0,0,17,0.96789795,0,"[17, 98, 27, 5, 69]","[0.96789795, 0.016810026, 0.012810091, 0.0011775267, 0.000747192]","[0, 0, 0, 0, 0]",No visualization
2024-02-25-22:03:11,100,10,5,2,REIMPLEMENTED,Heart,0.9017263011291217,0.678574309890398,0,0,60,0.2985951,0,"[60, 45, 17, 4, 98]","[0.2985951, 0.21113856, 0.12298216, 0.11335018, 0.045332324]","[0, 0, 0, 0, 0]",No visualization
2024-02-25-22:03:46,100,10,5,2,ORIGINAL,MNIST_MakeCorpus,0.9299696778471522,0.9621074958060196,0,1,82,0.30376604,1,"[82, 39, 86, 55, 59]","[0.30376604, 0.30310714, 0.28783175, 0.10134476, 0.0009997871]","[1, 1, 1, 1, 1]",No visualization
2024-02-25-22:04:16,100,10,5,2,REIMPLEMENTED,MNIST_MakeCorpus,0.9228480121644302,0.9526171025090273,0,1,82,0.29840022,1,"[82, 86, 39, 55, 40]","[0.29840022, 0.2975829, 0.28365192, 0.09530866, 0.006187445]","[1, 1, 1, 1, 5]",No visualization
2024-02-25-22:04:22,100,10,10,0,ORIGINAL,MNIST,0.9118454757178285,0.9578108890047276,0,1,90,0.4848566,1,"[90, 99, 32, 41, 55, 67, 29, 45, 11, 83]","[0.4848566, 0.31248575, 0.14216846, 0.042920616, 0.006788751, 0.0029110643, 0.0026449205, 0.0011369133, 0.001099515, 0.00070751976]","[1, 1, 6, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:04:26,100,10,10,0,REIMPLEMENTED,MNIST,0.9127112293146665,0.9590085693405008,0,1,90,0.4830423,1,"[90, 99, 32, 41, 55, 67, 29, 45, 11, 57]","[0.4830423, 0.30393866, 0.13713576, 0.047263343, 0.009091639, 0.0038814943, 0.003638044, 0.0015666301, 0.0014835823, 0.0014102475]","[1, 1, 6, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:05:34,100,10,10,0,ORIGINAL,CaD,0.47692717541326113,0.9353245955782739,0,1,6,0.31459847,1,"[6, 63, 53, 85, 29, 94, 55, 42, 43, 90]","[0.31459847, 0.19338101, 0.11065083, 0.087109596, 0.08286151, 0.08177139, 0.06891574, 0.05898679, 0.00060048694, 0.00051882764]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:06:54,100,10,10,0,REIMPLEMENTED,CaD,0.5182466218390539,0.9384093408387933,0,1,6,0.3144182,1,"[6, 63, 53, 42, 55, 29, 94, 85, 83, 26]","[0.3144182, 0.19007395, 0.105538554, 0.08813473, 0.08184601, 0.058543995, 0.05295997, 0.045966394, 0.04574415, 0.007839713]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:07:00,100,10,10,0,ORIGINAL,Heart,0.9466588207734257,0.8937522820960596,0,0,77,0.540775,1,"[77, 69, 76, 60, 71, 0, 85, 43, 18, 53]","[0.540775, 0.32523188, 0.13327344, 0.0001751805, 0.00013538863, 0.00010595425, 9.310539e-05, 7.888726e-05, 5.009929e-05, 3.984691e-05]","[1, 0, 1, 1, 1, 0, 0, 0, 1, 0]",No visualization
2024-02-25-22:07:04,100,10,10,0,REIMPLEMENTED,Heart,0.3650091937608979,-2.7036235728832207,0,0,76,0.19050449,1,"[76, 0, 41, 78, 54, 57, 29, 61, 11, 90]","[0.19050449, 0.13367698, 0.09154981, 0.07311156, 0.03481047, 0.019522445, 0.019212108, 0.015641343, 0.013952081, 0.013274162]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:07:42,100,10,10,0,ORIGINAL,MNIST_MakeCorpus,0.9427432722815864,0.9741296860846074,0,1,41,0.67180026,1,"[41, 11, 57, 97, 45, 23, 62, 78, 55, 59]","[0.67180026, 0.15464967, 0.10441682, 0.043731514, 0.011285504, 0.0052179685, 0.002595828, 0.0018278803, 0.001394092, 0.0008561185]","[1, 1, 1, 5, 1, 7, 1, 1, 1, 1]",No visualization
2024-02-25-22:08:11,100,10,10,0,REIMPLEMENTED,MNIST_MakeCorpus,0.9427195088331324,0.9735319211979239,0,1,41,0.6249591,1,"[41, 11, 57, 97, 45, 94, 23, 62, 78, 55]","[0.6249591, 0.20003344, 0.09201906, 0.023449559, 0.016953703, 0.016196016, 0.0056216232, 0.003933252, 0.0029476092, 0.0022241436]","[1, 1, 1, 5, 1, 3, 7, 1, 1, 1]",No visualization
2024-02-25-22:08:18,100,10,10,1,ORIGINAL,MNIST,0.9604386767495988,0.9890980538670349,0,1,49,0.3343431,1,"[49, 10, 63, 76, 67, 6, 22, 50, 17, 72]","[0.3343431, 0.3276116, 0.17318442, 0.14699619, 0.0052688913, 0.005114139, 0.0018192434, 0.0014325712, 0.0013238313, 0.0005083335]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:08:22,100,10,10,1,REIMPLEMENTED,MNIST,0.9602175243467098,0.9886608959507605,0,1,49,0.32960576,1,"[49, 10, 63, 76, 67, 6, 22, 50, 17, 72]","[0.32960576, 0.32189018, 0.17381604, 0.14790046, 0.0068373824, 0.0068065007, 0.0024809635, 0.0019522954, 0.0018271735, 0.0007085508]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:09:32,100,10,10,1,ORIGINAL,CaD,0.8088159073894173,0.9480335674050442,0,1,42,0.3419638,1,"[42, 74, 79, 89, 38, 58, 55, 88, 75, 32]","[0.3419638, 0.3076807, 0.18116592, 0.11925594, 0.046292435, 0.0008395841, 0.0005624252, 0.00044171367, 0.0004385679, 0.00041317684]","[1, 0, 1, 0, 1, 0, 1, 0, 0, 1]",No visualization
2024-02-25-22:10:40,100,10,10,1,REIMPLEMENTED,CaD,0.8102720999099249,0.9481078335427184,0,1,42,0.333204,1,"[42, 74, 79, 89, 38, 23, 95, 81, 6, 57]","[0.333204, 0.3080693, 0.09341377, 0.09017781, 0.079119906, 0.034005545, 0.022867097, 0.015981821, 0.009383965, 0.0029954547]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 0]",No visualization
2024-02-25-22:10:47,100,10,10,1,ORIGINAL,Heart,0.9794362853836538,0.8544129813267631,0,1,45,0.80163866,1,"[45, 44, 79, 92, 37, 18, 39, 71, 48, 47]","[0.80163866, 0.16415523, 0.030871546, 0.0012146189, 0.00076720276, 0.0004029368, 0.0002040859, 0.00019353301, 0.00012498218, 9.0270085e-05]","[1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",No visualization
2024-02-25-22:10:50,100,10,10,1,REIMPLEMENTED,Heart,0.8071828691610182,-1.0094732485014264,0,1,8,0.21897136,1,"[8, 95, 23, 29, 84, 18, 62, 37, 71, 83]","[0.21897136, 0.1464893, 0.08471024, 0.04234359, 0.03452503, 0.029569719, 0.02101001, 0.0208158, 0.020301038, 0.020294964]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1]",No visualization
2024-02-25-22:11:27,100,10,10,1,ORIGINAL,MNIST_MakeCorpus,0.9340314345624166,0.9660656190113557,0,1,22,0.4072002,1,"[22, 13, 92, 24, 40, 27, 67, 73, 6, 17]","[0.4072002, 0.20375538, 0.19637917, 0.16741987, 0.01863901, 0.003722434, 0.00048593627, 0.0004588542, 0.00032647917, 0.00027415066]","[1, 6, 3, 4, 7, 5, 1, 9, 1, 1]",No visualization
2024-02-25-22:11:57,100,10,10,1,REIMPLEMENTED,MNIST_MakeCorpus,0.9341431193392712,0.9656790600146481,0,1,22,0.40654945,1,"[22, 13, 92, 24, 40, 27, 67, 73, 6, 17]","[0.40654945, 0.20181155, 0.19570312, 0.16631116, 0.018631935, 0.0050555617, 0.00064973626, 0.00058179925, 0.0004330904, 0.00036943777]","[1, 6, 3, 4, 7, 5, 1, 9, 1, 1]",No visualization
2024-02-25-22:12:03,100,10,10,2,ORIGINAL,MNIST,0.9309945314894479,0.9646610147585744,0,1,55,0.3603368,1,"[55, 86, 90, 87, 6, 89, 39, 93, 1, 59]","[0.3603368, 0.18898079, 0.16919309, 0.14006808, 0.065668, 0.025991742, 0.01887553, 0.01468093, 0.0070918296, 0.0061012846]","[1, 1, 1, 1, 6, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:12:07,100,10,10,2,REIMPLEMENTED,MNIST,0.9310386096936679,0.9643905987204529,0,1,55,0.36858937,1,"[55, 90, 86, 87, 89, 0, 93, 6, 39, 1]","[0.36858937, 0.17836519, 0.1752175, 0.11378247, 0.035009623, 0.029362503, 0.02152421, 0.017541964, 0.016698455, 0.011648448]","[1, 1, 1, 1, 1, 6, 1, 6, 1, 1]",No visualization
2024-02-25-22:13:25,100,10,10,2,ORIGINAL,CaD,-4.352537335515201,0.8861558608921865,0,1,71,0.24773909,1,"[71, 25, 14, 32, 0, 26, 28, 17, 58, 9]","[0.24773909, 0.17248279, 0.14512059, 0.13557218, 0.08589178, 0.07649591, 0.06265385, 0.035600983, 0.033581473, 0.0035203167]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",No visualization
2024-02-25-22:14:48,100,10,10,2,REIMPLEMENTED,CaD,-4.302528042560802,0.8853057312408008,0,1,71,0.24702315,1,"[71, 25, 14, 32, 0, 26, 28, 17, 58, 9]","[0.24702315, 0.17157249, 0.14506379, 0.13390283, 0.085157014, 0.07645968, 0.06229121, 0.03574156, 0.034147844, 0.0045610345]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1]",No visualization
2024-02-25-22:14:55,100,10,10,2,ORIGINAL,Heart,0.9954687343145645,0.9321109795506498,0,0,60,0.9660831,0,"[60, 4, 91, 17, 35, 98, 27, 72, 5, 69]","[0.9660831, 0.017140128, 0.003933106, 0.0038812826, 0.0022097575, 0.0021198806, 0.0015364136, 0.0010178227, 0.0008610592, 0.0007763354]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:14:58,100,10,10,2,REIMPLEMENTED,Heart,0.9662503643703482,0.8556063686312361,0,0,60,0.2985951,0,"[60, 45, 17, 4, 98, 21, 67, 70, 35, 27]","[0.2985951, 0.21113856, 0.12298216, 0.11335018, 0.045332324, 0.03172491, 0.024827877, 0.018484786, 0.018474896, 0.017089883]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:15:42,100,10,10,2,ORIGINAL,MNIST_MakeCorpus,0.9321046376932232,0.9633387242083445,0,1,82,0.29940704,1,"[82, 39, 86, 55, 40, 81, 1, 59, 95, 18]","[0.29940704, 0.2976787, 0.2913487, 0.099911764, 0.0046352018, 0.001280951, 0.0011659538, 0.001163641, 0.000595528, 0.0005384684]","[1, 1, 1, 1, 5, 1, 1, 1, 1, 2]",No visualization
2024-02-25-22:16:16,100,10,10,2,REIMPLEMENTED,MNIST_MakeCorpus,0.9324671747418104,0.9627805519917239,0,1,82,0.29840022,1,"[82, 86, 39, 55, 40, 81, 1, 59, 95, 18]","[0.29840022, 0.2975829, 0.28365192, 0.09530866, 0.006187445, 0.0020860648, 0.0019413494, 0.0019288226, 0.0009980686, 0.00089807244]","[1, 1, 1, 1, 5, 1, 1, 1, 1, 2]",No visualization
2024-02-25-22:16:23,100,10,20,0,ORIGINAL,MNIST,0.9124561844798315,0.9590926429707007,0,1,90,0.48505062,1,"[90, 99, 32, 41, 55, 67, 29, 45, 11, 57, 30, 83, 59, 62, 86, 23, 13, 36, 92, 1]","[0.48505062, 0.31027803, 0.1400375, 0.042395823, 0.007446658, 0.0031817388, 0.002934019, 0.0012610571, 0.0012035748, 0.0011324048, 0.0011090896, 0.0007846953, 0.000664423, 0.00023559097, 0.00021947915, 9.860525e-05, 9.804207e-05, 8.795318e-05, 7.3596e-05, 7.343131e-05]","[1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 7, 5, 6, 6, 6]",No visualization
2024-02-25-22:16:27,100,10,20,0,REIMPLEMENTED,MNIST,0.9127416848892911,0.9594939275634028,0,1,90,0.4830423,1,"[90, 99, 32, 41, 55, 67, 29, 45, 11, 57, 30, 83, 59, 62, 86, 13, 23, 36, 92, 1]","[0.4830423, 0.30393866, 0.13713576, 0.047263343, 0.009091639, 0.0038814943, 0.003638044, 0.0015666301, 0.0014835823, 0.0014102475, 0.0013737129, 0.0009768703, 0.00083156733, 0.00029716914, 0.0002768837, 0.00012479055, 0.00012448257, 0.00011255366, 9.390865e-05, 9.381019e-05]","[1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 5, 7, 6, 6, 6]",No visualization
2024-02-25-22:17:47,100,10,20,0,ORIGINAL,CaD,0.5052641942388717,0.938513499828162,0,1,6,0.31556973,1,"[6, 63, 53, 42, 55, 29, 94, 83, 85, 26, 43, 52, 90, 98, 2, 71, 91, 10, 51, 0]","[0.31556973, 0.19014654, 0.10595584, 0.08837025, 0.08372941, 0.058123305, 0.054160863, 0.047879618, 0.04645999, 0.006172914, 0.0005760323, 0.00051214255, 0.00048715493, 0.00047221608, 0.00029589585, 0.0002353786, 0.0001273434, 9.072157e-05, 7.527706e-05, 5.9411155e-05]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1]",No visualization
2024-02-25-22:19:06,100,10,20,0,REIMPLEMENTED,CaD,0.5073415469341889,0.9381530110257742,0,1,6,0.3144182,1,"[6, 63, 53, 42, 55, 29, 94, 85, 83, 26, 43, 32, 52, 90, 98, 2, 71, 91, 68, 10]","[0.3144182, 0.19007395, 0.105538554, 0.08813473, 0.08184601, 0.058543995, 0.05295997, 0.045966394, 0.04574415, 0.007839713, 0.0009396586, 0.00092572113, 0.00088748673, 0.0008063622, 0.00073419383, 0.00046377126, 0.00039927437, 0.00021347997, 0.00015619035, 0.00015327413]","[1, 1, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 0, 1]",No visualization
2024-02-25-22:19:13,100,10,20,0,ORIGINAL,Heart,0.9958159623030229,0.9903753285148476,0,0,66,0.39986545,1,"[66, 3, 41, 69, 77, 13, 85, 20, 43, 24, 76, 34, 0, 74, 16, 71, 53, 59, 18, 60]","[0.39986545, 0.32849368, 0.26746416, 0.0028906341, 0.0002668668, 0.00015958316, 0.00011211016, 0.00010322469, 0.00010191454, 8.846579e-05, 6.109792e-05, 5.2596766e-05, 5.0136092e-05, 4.144237e-05, 4.0722196e-05, 3.8512266e-05, 3.7459024e-05, 3.665877e-05, 3.0881496e-05, 2.9922981e-05]","[1, 0, 0, 0, 1, 1, 0, 1, 0, 1, 1, 1, 0, 1, 1, 1, 0, 1, 1, 1]",No visualization
2024-02-25-22:19:17,100,10,20,0,REIMPLEMENTED,Heart,0.7679534293328341,-0.4090927978059427,0,0,76,0.19050449,1,"[76, 0, 41, 78, 54, 57, 29, 61, 11, 90, 71, 67, 12, 64, 53, 92, 89, 39, 23, 69]","[0.19050449, 0.13367698, 0.09154981, 0.07311156, 0.03481047, 0.019522445, 0.019212108, 0.015641343, 0.013952081, 0.013274162, 0.013134114, 0.013041087, 0.011900128, 0.010896037, 0.010493091, 0.01017926, 0.009356846, 0.009299148, 0.0092113605, 0.008868144]","[1, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1, 1, 1, 0, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:19:59,100,10,20,0,ORIGINAL,MNIST_MakeCorpus,0.9428966964774871,0.974226311819246,0,1,41,0.64570636,1,"[41, 11, 57, 97, 45, 94, 23, 62, 78, 55, 59, 67, 32, 15, 70, 91, 29, 25, 35, 50]","[0.64570636, 0.18179059, 0.09865715, 0.032357853, 0.012889094, 0.011005225, 0.0053917705, 0.0029540579, 0.00211166, 0.0016052283, 0.0009860646, 0.00071405584, 0.0005715166, 0.00028242992, 0.00023466628, 0.00022645865, 0.00021193692, 0.00019830327, 0.00014313152, 0.00012496971]","[1, 1, 1, 5, 1, 3, 7, 1, 1, 1, 1, 1, 6, 3, 7, 5, 1, 8, 2, 7]",No visualization
2024-02-25-22:20:33,100,10,20,0,REIMPLEMENTED,MNIST_MakeCorpus,0.9429087859126404,0.9740431729242243,0,1,41,0.6249591,1,"[41, 11, 57, 97, 45, 94, 23, 62, 78, 55, 59, 67, 32, 2, 76, 14, 91, 29, 15, 25]","[0.6249591, 0.20003344, 0.09201906, 0.023449559, 0.016953703, 0.016196016, 0.0056216232, 0.003933252, 0.0029476092, 0.0022241436, 0.0013526577, 0.0009881976, 0.0007797828, 0.0005637625, 0.00035635082, 0.0003316334, 0.00031175176, 0.00029643753, 0.00028046797, 0.00027097863]","[1, 1, 1, 5, 1, 3, 7, 1, 1, 1, 1, 1, 6, 9, 3, 3, 5, 1, 3, 8]",No visualization
2024-02-25-22:20:40,100,10,20,1,ORIGINAL,MNIST,0.9608918336197586,0.9902189729206787,0,1,49,0.3328994,1,"[49, 10, 63, 76, 67, 6, 22, 50, 17, 72, 32, 99, 41, 83, 38, 59, 75, 51, 85, 86]","[0.3328994, 0.326808, 0.1733856, 0.14687194, 0.0055719586, 0.005476076, 0.0019560144, 0.0015376883, 0.0014317482, 0.0005500894, 0.00028688074, 0.00028241985, 0.00023992699, 0.00017179053, 0.00014135551, 0.00012940468, 0.00010808572, 0.00010551861, 8.414643e-05, 7.792535e-05]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 8, 2, 8, 7, 8, 8, 6]",No visualization
2024-02-25-22:20:44,100,10,20,1,REIMPLEMENTED,MNIST,0.9610817642811597,0.9898675672561783,0,1,49,0.32960576,1,"[49, 10, 63, 76, 67, 6, 22, 50, 17, 72, 32, 99, 41, 83, 38, 59, 75, 51, 85, 56]","[0.32960576, 0.32189018, 0.17381604, 0.14790046, 0.0068373824, 0.0068065007, 0.0024809635, 0.0019522954, 0.0018271735, 0.0007085508, 0.00037099252, 0.0003616612, 0.0003093576, 0.0002230326, 0.00018278157, 0.00016778619, 0.00014011054, 0.00013749652, 0.000109560744, 0.00010859726]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 2, 9, 8, 2, 8, 7, 8, 8, 3]",No visualization
2024-02-25-22:21:59,100,10,20,1,ORIGINAL,CaD,0.8101015681687469,0.9488939174099172,0,1,42,0.33169705,1,"[42, 74, 89, 79, 38, 23, 95, 57, 58, 9, 55, 75, 88, 32, 5, 16, 18, 51, 43, 80]","[0.33169705, 0.31029248, 0.098809, 0.09832171, 0.09020619, 0.033140313, 0.02887773, 0.002843788, 0.0011073278, 0.00073388073, 0.0005784559, 0.0005178384, 0.00044372166, 0.00044163573, 0.0004412116, 0.00023510591, 0.000205007, 0.00015536159, 0.00013170745, 8.968067e-05]","[1, 0, 0, 1, 1, 1, 0, 0, 0, 1, 1, 0, 0, 1, 1, 0, 0, 1, 1, 0]",No visualization
2024-02-25-22:23:16,100,10,20,1,REIMPLEMENTED,CaD,0.8100731906473883,0.9488340376188649,0,1,42,0.333204,1,"[42, 74, 79, 89, 38, 23, 95, 81, 6, 57, 58, 9, 55, 47, 75, 88, 32, 5, 16, 18]","[0.333204, 0.3080693, 0.09341377, 0.09017781, 0.079119906, 0.034005545, 0.022867097, 0.015981821, 0.009383965, 0.0029954547, 0.001275408, 0.0009841834, 0.00083083217, 0.0008055043, 0.0007084187, 0.0006376511, 0.0006245737, 0.0005634065, 0.00033032792, 0.00028498148]","[1, 0, 1, 0, 1, 1, 0, 0, 1, 0, 0, 1, 1, 1, 0, 0, 1, 1, 0, 0]",No visualization
2024-02-25-22:23:23,100,10,20,1,ORIGINAL,Heart,0.9943735751659507,0.9185537940221311,0,1,50,0.3744536,1,"[50, 30, 76, 7, 86, 60, 58, 42, 83, 77, 45, 79, 44, 92, 37, 18, 71, 39, 48, 47]","[0.3744536, 0.37091544, 0.2064162, 0.016851023, 0.015645003, 0.0050945794, 0.0023520987, 0.0019272865, 0.0011334007, 0.0010888816, 0.0008157245, 0.00063534925, 0.0006021358, 0.0003938727, 0.00036681598, 0.00030758456, 0.0002213797, 0.00021966548, 0.00017400054, 0.00014384187]","[1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 0, 1]",No visualization
2024-02-25-22:23:26,100,10,20,1,REIMPLEMENTED,Heart,0.9529987058090874,0.4987057532914153,0,1,8,0.21897136,1,"[8, 95, 23, 29, 84, 18, 62, 37, 71, 83, 79, 45, 9, 30, 47, 92, 77, 7, 50, 42]","[0.21897136, 0.1464893, 0.08471024, 0.04234359, 0.03452503, 0.029569719, 0.02101001, 0.0208158, 0.020301038, 0.020294964, 0.019087916, 0.019058255, 0.018663844, 0.017702661, 0.017299665, 0.01605907, 0.015593407, 0.015090033, 0.014840504, 0.014385261]","[1, 0, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 0, 1, 1, 1, 1, 1, 1, 1]",No visualization
2024-02-25-22:24:11,100,10,20,1,ORIGINAL,MNIST_MakeCorpus,0.93416502695885,0.9662880006135065,0,1,22,0.4066311,1,"[22, 13, 92, 24, 40, 27, 67, 73, 6, 17, 72, 50, 63, 74, 71, 59, 32, 10, 93, 43]","[0.4066311, 0.20318443, 0.19609396, 0.16691482, 0.01896608, 0.004269695, 0.0005344455, 0.00047879163, 0.00035505235, 0.00030252093, 0.00024550862, 0.00021566889, 0.00020418779, 0.00020107011, 0.00014344734, 7.8503996e-05, 7.691323e-05, 7.563117e-05, 6.622019e-05, 5.580507e-05]","[1, 6, 3, 4, 7, 5, 1, 9, 1, 1, 6, 1, 1, 7, 1, 8, 1, 1, 2, 9]",No visualization
2024-02-25-22:24:46,100,10,20,1,REIMPLEMENTED,MNIST_MakeCorpus,0.9342028282783859,0.9661555082513912,0,1,22,0.40654945,1,"[22, 13, 92, 24, 40, 27, 67, 73, 6, 17, 61, 72, 50, 63, 74, 71, 59, 32, 10, 93]","[0.40654945, 0.20181155, 0.19570312, 0.16631116, 0.018631935, 0.0050555617, 0.00064973626, 0.00058179925, 0.0004330904, 0.00036943777, 0.00031683213, 0.00029754132, 0.0002640614, 0.00025002775, 0.00024536336, 0.00017623024, 9.664636e-05, 9.482677e-05, 9.324407e-05, 8.172748e-05]","[1, 6, 3, 4, 7, 5, 1, 9, 1, 1, 0, 6, 1, 1, 7, 1, 8, 1, 1, 2]",No visualization
2024-02-25-22:24:54,100,10,20,2,ORIGINAL,MNIST,0.9310879682671088,0.9650528141580363,0,1,55,0.36805868,1,"[55, 86, 90, 87, 6, 89, 0, 39, 93, 1, 59, 52, 11, 36, 42, 21, 85, 2, 13, 47]","[0.36805868, 0.18479833, 0.17598392, 0.13038656, 0.034375057, 0.027337167, 0.022433564, 0.016926408, 0.01587842, 0.007914433, 0.0068686116, 0.0025302598, 0.0011577333, 0.0008737879, 0.0006554854, 0.00036393842, 0.00033850304, 0.0002047298, 0.00013141913, 0.0001266043]","[1, 1, 1, 1, 6, 1, 6, 1, 1, 1, 1, 5, 8, 8, 6, 6, 8, 0, 2, 7]",No visualization
2024-02-25-22:24:58,100,10,20,2,REIMPLEMENTED,MNIST,0.9310605269080664,0.9647751284939694,0,1,55,0.36858937,1,"[55, 90, 86, 87, 89, 0, 93, 6, 39, 1, 59, 52, 11, 36, 42, 85, 30, 21, 2, 91]","[0.36858937, 0.17836519, 0.1752175, 0.11378247, 0.035009623, 0.029362503, 0.02152421, 0.017541964, 0.016698455, 0.011648448, 0.010269182, 0.0045832223, 0.0014356552, 0.0010512683, 0.00089567935, 0.00047918377, 0.00044693728, 0.00043861286, 0.0003404362, 0.0003233211]","[1, 1, 1, 1, 1, 6, 1, 6, 1, 1, 1, 5, 8, 8, 6, 8, 8, 6, 0, 6]",No visualization
2024-02-25-22:26:24,100,10,20,2,ORIGINAL,CaD,-4.338352998353612,0.8862464975060748,0,1,71,0.24733567,1,"[71, 25, 14, 32, 0, 26, 28, 17, 58, 9, 7, 92, 27, 99, 62, 3, 68, 74, 64, 57]","[0.24733567, 0.17211908, 0.14501671, 0.1348782, 0.08555652, 0.07653564, 0.062475808, 0.03557967, 0.033874534, 0.0038612564, 0.00042429974, 0.00038065825, 0.00032247315, 0.00015873683, 0.00013507443, 0.00012368469, 0.000114402676, 7.7679724e-05, 7.6900025e-05, 7.038388e-05]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 1, 1, 1]",No visualization
2024-02-25-22:27:51,100,10,20,2,REIMPLEMENTED,CaD,-4.324260254654294,0.8861812907332531,0,1,71,0.24702315,1,"[71, 25, 14, 32, 0, 26, 28, 17, 58, 9, 7, 92, 27, 99, 62, 3, 68, 81, 74, 64]","[0.24702315, 0.17157249, 0.14506379, 0.13390283, 0.085157014, 0.07645968, 0.06229121, 0.03574156, 0.034147844, 0.0045610345, 0.0005125548, 0.00045721277, 0.00039022334, 0.00019257885, 0.00016380602, 0.00014965038, 0.00013890023, 0.00010350524, 9.426709e-05, 9.410406e-05]","[1, 1, 1, 0, 1, 0, 0, 1, 1, 1, 1, 1, 1, 1, 1, 0, 0, 0, 1, 1]",No visualization
2024-02-25-22:27:58,100,10,20,2,ORIGINAL,Heart,0.9980307900833367,0.9417998362266402,0,0,60,0.33109343,0,"[60, 45, 21, 4, 17, 67, 98, 56, 30, 35, 27, 69, 5, 91, 72, 83, 76, 80, 40, 48]","[0.33109343, 0.1979667, 0.18868536, 0.09230835, 0.0558538, 0.047869578, 0.021094376, 0.017869012, 0.009984739, 0.009909383, 0.007833954, 0.0040073614, 0.0035620874, 0.0034368595, 0.0023471122, 0.002129054, 0.0012371213, 0.0011420952, 0.0007720462, 0.00053788733]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:28:02,100,10,20,2,REIMPLEMENTED,Heart,0.9900817533530306,0.9201353004769772,0,0,60,0.2985951,0,"[60, 45, 17, 4, 98, 21, 67, 70, 35, 27, 69, 30, 56, 5, 91, 72, 77, 83, 76, 80]","[0.2985951, 0.21113856, 0.12298216, 0.11335018, 0.045332324, 0.03172491, 0.024827877, 0.018484786, 0.018474896, 0.017089883, 0.0124548925, 0.012122899, 0.010409948, 0.009927687, 0.006289193, 0.005886998, 0.0032820536, 0.0029235373, 0.0018657993, 0.0015919217]","[0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0]",No visualization
2024-02-25-22:28:45,100,10,20,2,ORIGINAL,MNIST_MakeCorpus,0.9325073506222347,0.9635384196728923,0,1,82,0.297631,1,"[82, 39, 86, 55, 40, 81, 1, 59, 95, 18, 10, 80, 83, 6, 41, 70, 64, 30, 45, 11]","[0.297631, 0.29583573, 0.293375, 0.09867452, 0.005096615, 0.0014106333, 0.0012873928, 0.0012853545, 0.0006584762, 0.00059374166, 0.0005223738, 0.00036226763, 0.00030471364, 0.00022732567, 0.00022010552, 0.00018643086, 0.00018228438, 0.00011416958, 8.8685185e-05, 8.781495e-05]","[1, 1, 1, 1, 5, 1, 1, 1, 1, 2, 7, 1, 1, 6, 2, 6, 5, 8, 3, 8]",No visualization
