test_id;corpus_size;test_size;decomposition_size;cv;model_type;dataset;latent_r2_score;output_r2_score;test_id;target;most_imp_corpus_id;most_imp_corpus_weight;most_imp_corpus_target;corpus_ids;corpus_weight;corpus_targets
0;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;REIMPLEMENTED;MNIST;0.8762203060364656;0.9403147116371873;0;7;84;0.6441626;7;[84, 52, 91];[0.6441626, 0.101511195, 0.031108884];[7, 7, 7]
0;100;10;3;0;R_NO_SOFTMAX;MNIST;0.02002315552168736;0.13797308145911863;0;7;84;0.013000497;7;[84, 38, 92];[0.013000497, 0.0120559735, 0.012004489];[7, 7, 4]
0;100;10;3;0;R_NORMALIZE;MNIST;-0.7995597800722343;-0.06100438982678815;0;7;99;0.01;1;[99, 36, 26];[0.01, 0.01, 0.01];[1, 6, 4]
0;100;10;3;0;R_INIT_WEIGHTS_RANDOM;MNIST;0.8850156411771478;0.9505351049879233;0;7;84;0.6878408;7;[84, 52, 96];[0.6878408, 0.12500115, 0.028033663];[7, 7, 7]
0;100;10;3;0;R_NO_SOFTMAX_IWR;MNIST;-0.05670473380625067;0.024832724923353457;0;7;29;0.62773377;7;[29, 16, 75];[0.62773377, 0.02665636, 0.010069913];[7, 2, 0]
0;100;10;3;0;R_NORMALIZE_IWR;MNIST;-30.399467211471382;-13.966321734897605;0;7;37;0.061695248;0;[37, 60, 9];[0.061695248, 0.04128045, 0.032701883];[0, 4, 4]
0;100;10;3;0;O_C_NO_SOFTMAX;MNIST;-2.260158247995665;0.975466460322197;0;7;89;0.29652157;4;[89, 58, 36];[0.29652157, 0.19729628, 0.14279363];[4, 4, 6]
0;100;10;3;0;O_C_NO_REGULIZATION;MNIST;0.9153876226582516;0.9677519309369327;0;7;84;0.75400263;7;[84, 52, 91];[0.75400263, 0.11882048, 0.036413446];[7, 7, 7]
0;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;ORIGINAL_COMPACT;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
0;100;10;3;0;REIMPLEMENTED;MNIST;0.8762203060364656;0.9403147116371873;0;7;84;0.6441626;7;[84, 52, 91];[0.6441626, 0.101511195, 0.031108884];[7, 7, 7]
0;100;10;3;0;ORIGINAL;MNIST;0.8806276585011438;0.9609528905951004;0;7;84;0.8440428;7;[84, 52, 28];[0.8440428, 0.14474061, 0.004813542];[7, 7, 2]
