timestamp;corpus_size;test_size;decomposition_size;cv;model_type;dataset;latent_r2_score;output_r2_score;sample_id;target;most_imp_corpus_id;most_imp_corpus_weight;most_imp_corpus_target;corpus_ids;corpus_weight;corpus_targets
2024-02-24-11:06:36;1000;100;3;0;ORIGINAL;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:08:23;1000;100;3;0;ORIGINAL_COMPACT;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:09:08;1000;100;3;0;REIMPLEMENTED;MNIST;0.7580907096614853;0.851059983911146;0;1;90;0.48969206;1;[90, 757, 359];[0.48969206, 0.13649385, 0.09173674];[1, 1, 1]
2024-02-24-11:20:35;1000;100;3;0;ORIGINAL;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:22:47;1000;100;3;0;ORIGINAL_COMPACT;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:23:36;1000;100;3;0;REIMPLEMENTED;MNIST;0.7580907096614853;0.851059983911146;0;1;90;0.48969206;1;[90, 757, 359];[0.48969206, 0.13649385, 0.09173674];[1, 1, 1]
2024-02-24-11:33:27;1000;100;3;0;ORIGINAL;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:35:08;1000;100;3;0;ORIGINAL_COMPACT;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-11:35:47;1000;100;3;0;REIMPLEMENTED;MNIST;0.7580907096614853;0.851059983911146;0;1;90;0.48969206;1;[90, 757, 359];[0.48969206, 0.13649385, 0.09173674];[1, 1, 1]
2024-02-24-11:37:46;1000;100;5;0;ORIGINAL;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-11:39:50;1000;100;5;0;ORIGINAL_COMPACT;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-11:40:34;1000;100;5;0;REIMPLEMENTED;MNIST;0.9079855692314505;0.9439317416133356;0;1;90;0.48969206;1;[90, 757, 359, 32, 463];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105];[1, 1, 1, 6, 1]
2024-02-24-11:42:40;1000;100;10;0;ORIGINAL;MNIST;0.9777366965493269;0.9917617766068979;0;1;90;0.3370181;1;[90, 757, 99, 32, 463, 670, 139, 319, 55, 947];[0.3370181, 0.27793086, 0.09848117, 0.09333039, 0.07513088, 0.06314102, 0.044424154, 0.0036289224, 0.0014613348, 0.00077906053];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-11:44:40;1000;100;10;0;ORIGINAL_COMPACT;MNIST;0.9777366965493269;0.9917617766068979;0;1;90;0.3370181;1;[90, 757, 99, 32, 463, 670, 139, 319, 55, 947];[0.3370181, 0.27793086, 0.09848117, 0.09333039, 0.07513088, 0.06314102, 0.044424154, 0.0036289224, 0.0014613348, 0.00077906053];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-11:45:19;1000;100;10;0;REIMPLEMENTED;MNIST;0.9672671568199911;0.9832360004290633;0;1;90;0.48969206;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105, 0.051735602, 0.037709124, 0.019040242, 0.0038191683, 0.0018348186];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-11:47:21;1000;100;20;0;ORIGINAL;MNIST;0.9793048552919568;0.9923008486656816;0;1;90;0.4879539;1;[90, 757, 359, 32, 463, 99, 139, 670, 319, 952, 55, 459, 472, 930, 491, 881, 947, 29, 103, 67];[0.4879539, 0.15477453, 0.09074284, 0.08089492, 0.062036794, 0.041782707, 0.039704602, 0.023469971, 0.003501938, 0.0014344333, 0.0013912003, 0.0013461066, 0.0012611059, 0.001084935, 0.0010258778, 0.0010087956, 0.00082878175, 0.0007875676, 0.0007668218, 0.0004830559];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-11:49:04;1000;100;20;0;ORIGINAL_COMPACT;MNIST;0.9793048552919568;0.9923008486656816;0;1;90;0.4879539;1;[90, 757, 359, 32, 463, 99, 139, 670, 319, 952, 55, 459, 472, 930, 491, 881, 947, 29, 103, 67];[0.4879539, 0.15477453, 0.09074284, 0.08089492, 0.062036794, 0.041782707, 0.039704602, 0.023469971, 0.003501938, 0.0014344333, 0.0013912003, 0.0013461066, 0.0012611059, 0.001084935, 0.0010258778, 0.0010087956, 0.00082878175, 0.0007875676, 0.0007668218, 0.0004830559];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-11:49:37;1000;100;20;0;REIMPLEMENTED;MNIST;0.976459894251696;0.9897201108078525;0;1;90;0.48969206;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55, 952, 459, 472, 491, 930, 881, 947, 29, 103, 223];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105, 0.051735602, 0.037709124, 0.019040242, 0.0038191683, 0.0018348186, 0.0016743473, 0.0015771049, 0.0015093245, 0.0013386363, 0.0012443826, 0.0012028388, 0.001120517, 0.0010821157, 0.001054559, 0.0008950553];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-11:51:18;1000;100;50;0;ORIGINAL;MNIST;0.9794732927637139;0.9923366584814696;0;1;90;0.48171738;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55, 952, 459, 472, 491, 930, 881, 947, 29, 103, 223, 41, 67, 908, 171, 678, 700, 392, 705, 883, 304, 589, 45, 137, 30, 11, 398, 449, 489, 146, 621, 785, 366, 714, 618, 420, 516, 498, 929, 576, 390];[0.48171738, 0.15058967, 0.0873547, 0.07968131, 0.0644146, 0.050949316, 0.039872713, 0.02056542, 0.003345754, 0.0014963673, 0.0014060106, 0.0012892598, 0.0012236048, 0.0010911956, 0.001024097, 0.00097218767, 0.0008899512, 0.0008660846, 0.0008389338, 0.0007657926, 0.000651574, 0.0004976129, 0.00047605496, 0.00046033302, 0.0003625677, 0.0003406338, 0.0003346904, 0.00032987553, 0.00025915462, 0.00020764106, 0.00020022155, 0.00020013296, 0.00019473313, 0.00019322924, 0.00019291198, 0.00019239295, 0.00018861757, 0.00018801684, 0.00018628612, 0.00017985473, 0.00015851475, 0.00014509237, 0.00013516178, 0.00013486577, 0.00013248384, 0.00012771915, 0.00012013573, 0.00011595307, 0.000106309686, 9.2494e-05];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 8]
2024-02-24-11:53:08;1000;100;50;0;ORIGINAL_COMPACT;MNIST;0.9794732927637139;0.9923366584814696;0;1;90;0.48171738;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55, 952, 459, 472, 491, 930, 881, 947, 29, 103, 223, 41, 67, 908, 171, 678, 700, 392, 705, 883, 304, 589, 45, 137, 30, 11, 398, 449, 489, 146, 621, 785, 366, 714, 618, 420, 516, 498, 929, 576, 390];[0.48171738, 0.15058967, 0.0873547, 0.07968131, 0.0644146, 0.050949316, 0.039872713, 0.02056542, 0.003345754, 0.0014963673, 0.0014060106, 0.0012892598, 0.0012236048, 0.0010911956, 0.001024097, 0.00097218767, 0.0008899512, 0.0008660846, 0.0008389338, 0.0007657926, 0.000651574, 0.0004976129, 0.00047605496, 0.00046033302, 0.0003625677, 0.0003406338, 0.0003346904, 0.00032987553, 0.00025915462, 0.00020764106, 0.00020022155, 0.00020013296, 0.00019473313, 0.00019322924, 0.00019291198, 0.00019239295, 0.00018861757, 0.00018801684, 0.00018628612, 0.00017985473, 0.00015851475, 0.00014509237, 0.00013516178, 0.00013486577, 0.00013248384, 0.00012771915, 0.00012013573, 0.00011595307, 0.000106309686, 9.2494e-05];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 8]
2024-02-24-11:53:47;1000;100;50;0;REIMPLEMENTED;MNIST;0.9789844415678121;0.9917493183914793;0;1;90;0.48969206;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55, 952, 459, 472, 491, 930, 881, 947, 29, 103, 223, 41, 67, 908, 171, 678, 700, 705, 392, 883, 304, 30, 45, 589, 137, 398, 11, 449, 489, 146, 621, 785, 366, 618, 714, 420, 516, 676, 498, 929, 576];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105, 0.051735602, 0.037709124, 0.019040242, 0.0038191683, 0.0018348186, 0.0016743473, 0.0015771049, 0.0015093245, 0.0013386363, 0.0012443826, 0.0012028388, 0.001120517, 0.0010821157, 0.001054559, 0.0008950553, 0.0008031768, 0.0006322724, 0.0005879354, 0.00057970494, 0.00046713772, 0.00042839974, 0.00042383737, 0.00041669456, 0.0003372737, 0.00027077412, 0.0002640835, 0.00026168875, 0.00026101494, 0.00025442918, 0.00025223094, 0.00024752223, 0.0002459028, 0.00024395519, 0.00024144944, 0.00023738328, 0.00020690785, 0.000190611, 0.0001786887, 0.00017830126, 0.00017568559, 0.00016856754, 0.0001648231, 0.00015951849, 0.0001520456, 0.00014163763];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 1, 1, 1, 1, 6, 1, 1, 1, 1, 1, 6, 1, 1, 1]
2024-02-24-15:19:30;1000;100;3;0;ORIGINAL;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-15:24:32;1000;100;3;0;ORIGINAL_COMPACT;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-15:25:49;1000;100;3;0;REIMPLEMENTED;MNIST;0.7580907096614853;0.851059983911146;0;1;90;0.48969206;1;[90, 757, 359];[0.48969206, 0.13649385, 0.09173674];[1, 1, 1]
2024-02-24-15:30:40;1000;100;3;1;ORIGINAL;MNIST;0.9595612719791614;0.9794807716268134;0;1;222;0.9041575;1;[222, 163, 812];[0.9041575, 0.08480641, 0.0031993333];[1, 1, 1]
2024-02-24-15:34:28;1000;100;3;1;ORIGINAL_COMPACT;MNIST;0.9595612719791614;0.9794807716268134;0;1;222;0.9041575;1;[222, 163, 812];[0.9041575, 0.08480641, 0.0031993333];[1, 1, 1]
2024-02-24-15:35:34;1000;100;3;1;REIMPLEMENTED;MNIST;0.7776358735175944;0.8492500656439967;0;1;501;0.47687104;1;[501, 901, 314];[0.47687104, 0.10068544, 0.100327104];[1, 1, 1]
2024-02-24-15:45:24;1000;100;3;2;ORIGINAL;MNIST;0.9574720350071755;0.9790386467680827;0;3;577;0.59528923;3;[577, 261, 845];[0.59528923, 0.2812918, 0.10945386];[3, 3, 5]
2024-02-24-15:47:11;1000;100;3;2;ORIGINAL_COMPACT;MNIST;0.96412154374496;0.9838074811636492;0;1;151;0.617994;1;[151, 297, 514];[0.617994, 0.3546767, 0.019049892];[1, 1, 1]
2024-02-24-15:47:47;1000;100;3;2;REIMPLEMENTED;MNIST;0.8191825110645116;0.8865113984381605;0;1;706;0.31223053;1;[706, 484, 297];[0.31223053, 0.16702035, 0.16012186];[1, 1, 1]
2024-02-24-15:50:02;1000;100;5;0;ORIGINAL;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-15:52:32;1000;100;5;0;ORIGINAL_COMPACT;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-15:53:14;1000;100;5;0;REIMPLEMENTED;MNIST;0.9079855692314505;0.9439317416133356;0;1;90;0.48969206;1;[90, 757, 359, 32, 463];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105];[1, 1, 1, 6, 1]
2024-02-24-15:55:26;1000;100;5;1;ORIGINAL;MNIST;0.9735383461777554;0.9898963406561782;0;1;501;0.6358037;1;[501, 901, 222, 163, 812];[0.6358037, 0.28872165, 0.062288295, 0.0056202607, 0.0017916451];[1, 1, 1, 1, 1]
2024-02-24-15:57:14;1000;100;5;1;ORIGINAL_COMPACT;MNIST;0.9735383461777554;0.9898963406561782;0;1;501;0.6358037;1;[501, 901, 222, 163, 812];[0.6358037, 0.28872165, 0.062288295, 0.0056202607, 0.0017916451];[1, 1, 1, 1, 1]
2024-02-24-15:58:02;1000;100;5;1;REIMPLEMENTED;MNIST;0.9145376363702873;0.945560017690398;0;1;501;0.47687104;1;[501, 901, 314, 49, 222];[0.47687104, 0.10068544, 0.100327104, 0.041952867, 0.037784055];[1, 1, 1, 1, 1]
2024-02-24-15:59:50;1000;100;5;2;ORIGINAL;MNIST;0.9772341060603453;0.9915823648425652;0;1;836;0.68831855;1;[836, 683, 297, 151, 514];[0.68831855, 0.25826967, 0.03714585, 0.008333346, 0.0026187936];[1, 1, 1, 1, 1]
2024-02-24-16:01:56;1000;100;5;2;ORIGINAL_COMPACT;MNIST;0.9772341060603453;0.9915823648425652;0;1;836;0.68831855;1;[836, 683, 297, 151, 514];[0.68831855, 0.25826967, 0.03714585, 0.008333346, 0.0026187936];[1, 1, 1, 1, 1]
2024-02-24-16:02:27;1000;100;5;2;REIMPLEMENTED;MNIST;0.9297182271543706;0.9578366368289732;0;1;706;0.31223053;1;[706, 484, 297, 836, 673];[0.31223053, 0.16702035, 0.16012186, 0.07897537, 0.07232585];[1, 1, 1, 1, 1]
2024-02-24-16:04:05;1000;100;10;0;ORIGINAL;MNIST;0.9777366965493269;0.9917617766068979;0;1;90;0.3370181;1;[90, 757, 99, 32, 463, 670, 139, 319, 55, 947];[0.3370181, 0.27793086, 0.09848117, 0.09333039, 0.07513088, 0.06314102, 0.044424154, 0.0036289224, 0.0014613348, 0.00077906053];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-16:06:06;1000;100;10;0;ORIGINAL_COMPACT;MNIST;0.9777366965493269;0.9917617766068979;0;1;90;0.3370181;1;[90, 757, 99, 32, 463, 670, 139, 319, 55, 947];[0.3370181, 0.27793086, 0.09848117, 0.09333039, 0.07513088, 0.06314102, 0.044424154, 0.0036289224, 0.0014613348, 0.00077906053];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-16:07:07;1000;100;10;0;REIMPLEMENTED;MNIST;0.9672671568199911;0.9832360004290633;0;1;90;0.48969206;1;[90, 757, 359, 32, 463, 139, 99, 670, 319, 55];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105, 0.051735602, 0.037709124, 0.019040242, 0.0038191683, 0.0018348186];[1, 1, 1, 6, 1, 1, 1, 1, 1, 1]
2024-02-24-16:09:14;1000;100;10;1;ORIGINAL;MNIST;0.978474147773469;0.9928489738662266;0;1;501;0.54759765;1;[501, 314, 901, 758, 717, 222, 643, 163, 812, 10];[0.54759765, 0.17304568, 0.13609701, 0.060021736, 0.041735798, 0.025203427, 0.003935627, 0.0034780297, 0.0020631922, 0.0019508657];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:11:26;1000;100;10;1;ORIGINAL_COMPACT;MNIST;0.978474147773469;0.9928489738662266;0;1;501;0.54759765;1;[501, 314, 901, 758, 717, 222, 643, 163, 812, 10];[0.54759765, 0.17304568, 0.13609701, 0.060021736, 0.041735798, 0.025203427, 0.003935627, 0.0034780297, 0.0020631922, 0.0019508657];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:12:14;1000;100;10;1;REIMPLEMENTED;MNIST;0.9688323724652089;0.9848501352025238;0;1;501;0.47687104;1;[501, 901, 314, 49, 222, 758, 717, 486, 375, 704];[0.47687104, 0.10068544, 0.100327104, 0.041952867, 0.037784055, 0.03688268, 0.031986263, 0.020551397, 0.020457761, 0.013849848];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:14:28;1000;100;10;2;ORIGINAL;MNIST;0.9814617282551322;0.993896007911862;0;1;706;0.41756347;1;[706, 836, 673, 297, 683, 547, 151, 55, 514, 577];[0.41756347, 0.38397962, 0.08060011, 0.060324825, 0.039466307, 0.005756103, 0.0033432802, 0.0023832514, 0.0013100023, 0.0006995169];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:16:38;1000;100;10;2;ORIGINAL_COMPACT;MNIST;0.9814617282551322;0.993896007911862;0;1;706;0.41756347;1;[706, 836, 673, 297, 683, 547, 151, 55, 514, 577];[0.41756347, 0.38397962, 0.08060011, 0.060324825, 0.039466307, 0.005756103, 0.0033432802, 0.0023832514, 0.0013100023, 0.0006995169];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:17:20;1000;100;10;2;REIMPLEMENTED;MNIST;0.9727003241502186;0.9868286295977416;0;1;706;0.31223053;1;[706, 484, 297, 836, 673, 980, 683, 164, 463, 86];[0.31223053, 0.16702035, 0.16012186, 0.07897537, 0.07232585, 0.016156865, 0.015827676, 0.0125452485, 0.012525953, 0.011617616];[1, 1, 1, 1, 1, 1, 1, 1, 1, 1]
2024-02-24-16:22:05;1000;100;3;0;ORIGINAL;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-16:23:48;1000;100;3;0;ORIGINAL_COMPACT;MNIST;0.9561584094471793;0.9785921350643937;0;1;757;0.83648676;1;[757, 90, 139];[0.83648676, 0.13529223, 0.021867245];[1, 1, 1]
2024-02-24-16:24:23;1000;100;3;0;REIMPLEMENTED;MNIST;0.7580907096614853;0.851059983911146;0;1;90;0.48969206;1;[90, 757, 359];[0.48969206, 0.13649385, 0.09173674];[1, 1, 1]
2024-02-24-16:26:21;1000;100;3;1;ORIGINAL;MNIST;0.9595612719791614;0.9794807716268134;0;1;222;0.9041575;1;[222, 163, 812];[0.9041575, 0.08480641, 0.0031993333];[1, 1, 1]
2024-02-24-16:28:18;1000;100;3;1;ORIGINAL_COMPACT;MNIST;0.9595612719791614;0.9794807716268134;0;1;222;0.9041575;1;[222, 163, 812];[0.9041575, 0.08480641, 0.0031993333];[1, 1, 1]
2024-02-24-16:28:58;1000;100;3;1;REIMPLEMENTED;MNIST;0.7776358735175944;0.8492500656439967;0;1;501;0.47687104;1;[501, 901, 314];[0.47687104, 0.10068544, 0.100327104];[1, 1, 1]
2024-02-24-16:30:52;1000;100;3;2;ORIGINAL;MNIST;0.96412154374496;0.9838074811636492;0;1;151;0.617994;1;[151, 297, 514];[0.617994, 0.3546767, 0.019049892];[1, 1, 1]
2024-02-24-16:32:57;1000;100;3;2;ORIGINAL_COMPACT;MNIST;0.96412154374496;0.9838074811636492;0;1;151;0.617994;1;[151, 297, 514];[0.617994, 0.3546767, 0.019049892];[1, 1, 1]
2024-02-24-16:33:32;1000;100;3;2;REIMPLEMENTED;MNIST;0.8191825110645116;0.8865113984381605;0;1;706;0.31223053;1;[706, 484, 297];[0.31223053, 0.16702035, 0.16012186];[1, 1, 1]
2024-02-24-16:35:34;1000;100;5;0;ORIGINAL;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-16:38:16;1000;100;5;0;ORIGINAL_COMPACT;MNIST;0.9727916321746433;0.989308381370755;0;1;757;0.62124556;1;[757, 90, 32, 139, 319];[0.62124556, 0.25301462, 0.08769539, 0.023381757, 0.009231529];[1, 1, 6, 1, 1]
2024-02-24-16:39:03;1000;100;5;0;REIMPLEMENTED;MNIST;0.9079855692314505;0.9439317416133356;0;1;90;0.48969206;1;[90, 757, 359, 32, 463];[0.48969206, 0.13649385, 0.09173674, 0.078175105, 0.061156105];[1, 1, 1, 6, 1]
2024-02-24-16:42:23;1000;100;5;1;ORIGINAL;MNIST;0.9735383461777554;0.9898963406561782;0;1;501;0.6358037;1;[501, 901, 222, 163, 812];[0.6358037, 0.28872165, 0.062288295, 0.0056202607, 0.0017916451];[1, 1, 1, 1, 1]
2024-02-24-16:46:13;1000;100;5;1;ORIGINAL_COMPACT;MNIST;0.9735383461777554;0.9898963406561782;0;1;501;0.6358037;1;[501, 901, 222, 163, 812];[0.6358037, 0.28872165, 0.062288295, 0.0056202607, 0.0017916451];[1, 1, 1, 1, 1]
2024-02-24-16:47:40;1000;100;5;1;REIMPLEMENTED;MNIST;0.9145376363702873;0.945560017690398;0;1;501;0.47687104;1;[501, 901, 314, 49, 222];[0.47687104, 0.10068544, 0.100327104, 0.041952867, 0.037784055];[1, 1, 1, 1, 1]
2024-02-24-16:51:33;1000;100;5;2;ORIGINAL;MNIST;0.9772341060603453;0.9915823648425652;0;1;836;0.68831855;1;[836, 683, 297, 151, 514];[0.68831855, 0.25826967, 0.03714585, 0.008333346, 0.0026187936];[1, 1, 1, 1, 1]
2024-02-24-16:54:33;1000;100;5;2;ORIGINAL_COMPACT;MNIST;0.9772341060603453;0.9915823648425652;0;1;836;0.68831855;1;[836, 683, 297, 151, 514];[0.68831855, 0.25826967, 0.03714585, 0.008333346, 0.0026187936];[1, 1, 1, 1, 1]
